,movie,year,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross
12344,Hercules,2014,6.0,47.0,142766,3,Action,Adventure,Fantasy,Dwayne Johnson,John Hurt,Ian McShane,0,0.0,2.0,98.0,100000000.0,244819862.0
12345,Unbroken,2014,7.2,59.0,140913,3,Biography,Drama,Sport,Jack O'Connell,Miyavi,Domhnall Gleeson,3,15.0,29.0,137.0,65000000.0,161459297.0
12346,The Drop,2014,7.1,69.0,138855,1,Crime,Drama,Thriller,Tom Hardy,Noomi Rapace,James Gandolfini,0,4.0,5.0,106.0,12600000.0,18658381.0
12347,Annabelle,2014,5.4,37.0,135427,1,Horror,Mystery,Thriller,Ward Horton,Annabelle Wallis,Alfre Woodard,0,3.0,7.0,99.0,6500000.0,257047661.0
12348,The Purge: Anarchy,2014,6.4,50.0,133445,1,Action,Horror,Sci-Fi,Frank Grillo,Carmen Ejogo,Zach Gilford,0,3.0,6.0,103.0,9000000.0,111928365.0
12349,Foxcatcher,2014,7.0,81.0,131469,1,Biography,Drama,Sport,Steve Carell,Channing Tatum,Mark Ruffalo,5,12.0,75.0,134.0,24000000.0,19206513.0
12350,Into the Woods,2014,5.9,69.0,128861,2,Adventure,Comedy,Drama,Anna Kendrick,Meryl Streep,Chris Pine,3,11.0,71.0,125.0,50000000.0,212902372.0
12351,The Other Woman,2014,6.0,39.0,128174,3,Comedy,Romance,,Cameron Diaz,Leslie Mann,Kate Upton,0,3.0,5.0,109.0,40000000.0,196710396.0
12352,Dumb and Dumber To,2014,5.6,36.0,125447,3,Comedy,,,Jim Carrey,Jeff Daniels,Rob Riggle,0,1.0,7.0,109.0,40000000.0,169837010.0
12353,Let's Be Cops,2014,6.4,30.0,125343,1,Action,Comedy,Crime,Jake Johnson,Damon Wayans Jr.,Rob Riggle,0,0.0,2.0,104.0,17000000.0,138224951.0
12354,Still Alice,2014,7.5,72.0,123417,3,Drama,,,Julianne Moore,Alec Baldwin,Kristen Stewart,1,32.0,33.0,101.0,5000000.0,44779195.0
12355,The Monuments Men,2014,6.1,52.0,121966,3,Comedy,Drama,History,George Clooney,Matt Damon,Bill Murray,0,3.0,3.0,118.0,70000000.0,156706638.0
12356,Jack Ryan: Shadow Recruit,2014,6.2,57.0,119727,3,Action,Drama,Thriller,Chris Pine,Kevin Costner,Keira Knightley,0,0.0,3.0,105.0,60000000.0,135503748.0
12357,Wild,2014,7.1,76.0,116492,1,Biography,Drama,,Reese Witherspoon,Laura Dern,Gaby Hoffmann,2,11.0,67.0,115.0,15000000.0,52501541.0
12358,Love Rosie,2014,7.2,44.0,115640,1,Comedy,Romance,,Lily Collins,Sam Claflin,Christian Cooke,0,0.0,0.0,102.0,,25574387.0
12359,Blended,2014,6.5,31.0,114311,3,Comedy,Romance,,Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,0,1.0,10.0,117.0,40000000.0,127994610.0
12360,If I Stay,2014,6.7,46.0,113037,3,Drama,Fantasy,Music,Chloë Grace Moretz,Mireille Enos,Jamie Blackley,0,3.0,1.0,107.0,11000000.0,78274843.0
12361,I Origins,2014,7.4,57.0,111733,1,Drama,Romance,Sci-Fi,Michael Pitt,Steven Yeun,Astrid Bergès-Frisbey,0,2.0,3.0,106.0,,481234.0
12362,The Raid 2,2014,8.0,71.0,110987,1,Action,Crime,Thriller,Iko Uwais,Yayan Ruhian,Arifin Putra,0,5.0,10.0,150.0,4500000.0,6566916.0
12363,A Walk Among the Tombstones,2014,6.5,57.0,109985,1,Action,Crime,Drama,Liam Neeson,Dan Stevens,David Harbour,0,0.0,1.0,114.0,28000000.0,58834384.0
12364,The Giver,2014,6.5,47.0,109575,3,Drama,Romance,Sci-Fi,Brenton Thwaites,Jeff Bridges,Meryl Streep,0,3.0,6.0,97.0,25000000.0,66980456.0
12365,Sex Tape,2014,5.1,36.0,105222,1,Comedy,Romance,,Jason Segel,Cameron Diaz,Rob Corddry,0,2.0,3.0,94.0,40000000.0,126069509.0
12366,Pompeii,2014,5.5,39.0,104415,3,Action,Adventure,Drama,Kit Harington,Emily Browning,Kiefer Sutherland,0,9.0,4.0,105.0,100000000.0,117831631.0
12367,Night at the Museum: Secret of the Tomb,2014,6.2,47.0,101824,2,Adventure,Comedy,Family,Ben Stiller,Robin Williams,Owen Wilson,0,1.0,4.0,98.0,127000000.0,363204635.0
12368,Ride Along,2014,6.2,41.0,99544,3,Action,Comedy,Crime,Ice Cube,Kevin Hart,Tika Sumpter,0,1.0,7.0,99.0,25000000.0,154468902.0
12369,That Awkward Moment,2014,6.1,36.0,95846,1,Comedy,Romance,,Zac Efron,Michael B. Jordan,Miles Teller,0,1.0,2.0,94.0,8000000.0,45640143.0
12370,Paddington,2014,7.2,77.0,93756,2,Adventure,Comedy,Family,Hugh Bonneville,Sally Hawkins,Julie Walters,1,3.0,6.0,95.0,55000000.0,282839394.0
12371,St. Vincent,2014,7.2,64.0,93667,3,Comedy,Drama,,Bill Murray,Melissa McCarthy,Naomi Watts,2,6.0,21.0,102.0,13000000.0,54837234.0
12372,Inherent Vice,2014,6.7,81.0,91166,1,Comedy,Crime,Drama,Joaquin Phoenix,Josh Brolin,Owen Wilson,2,16.0,94.0,148.0,20000000.0,14710975.0
12373,The Guest,2014,6.7,76.0,86804,1,Action,Crime,Drama,Dan Stevens,Sheila Kelley,Maika Monroe,0,4.0,13.0,100.0,5000000.0,2700051.0
12374,3 Days to Kill,2014,6.2,40.0,85211,3,Action,Drama,Thriller,Kevin Costner,Hailee Steinfeld,Connie Nielsen,0,0.0,0.0,117.0,28000000.0,53260230.0
12375,Big Eyes,2014,7.0,62.0,82698,3,Biography,Crime,Drama,Amy Adams,Christoph Waltz,Danny Huston,1,2.0,18.0,106.0,10000000.0,29253166.0
12376,Selma,2014,7.5,81.0,82653,3,Biography,Drama,History,David Oyelowo,Carmen Ejogo,Oprah Winfrey,1,58.0,89.0,128.0,20000000.0,66787908.0
12377,I Frankenstein,2014,5.1,30.0,77173,3,Action,Fantasy,Sci-Fi,Aaron Eckhart,Bill Nighy,Miranda Otto,0,0.0,1.0,92.0,65000000.0,76801179.0
12378,Penguins of Madagascar,2014,6.7,53.0,76676,2,Animation,Adventure,Comedy,Tom McGrath,Chris Miller,Christopher Knights,0,0.0,7.0,92.0,132000000.0,373515621.0
12379,The Hundred-Foot Journey,2014,7.3,55.0,74240,2,Comedy,Drama,,Helen Mirren,Om Puri,Manish Dayal,1,2.0,3.0,122.0,22000000.0,89514453.0
12380,Frank,2014,7.0,75.0,73323,1,Comedy,Drama,Music,Michael Fassbender,Domhnall Gleeson,Maggie Gyllenhaal,0,13.0,17.0,95.0,,1897363.0
12381,As Above So Below,2014,6.2,38.0,72786,1,Horror,Mystery,Thriller,Perdita Weeks,Ben Feldman,Edwin Hodge,0,1.0,6.0,93.0,5000000.0,41898409.0
12382,A Most Wanted Man,2014,6.8,73.0,70672,1,Crime,Drama,Thriller,Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl,0,3.0,6.0,122.0,15000000.0,36233517.0
12383,The Water Diviner,2014,7.0,50.0,69812,1,Drama,History,War,Russell Crowe,Olga Kurylenko,Jai Courtney,0,14.0,13.0,111.0,22500000.0,38176317.0
12384,This Is Where I Leave You,2014,6.6,44.0,69743,1,Comedy,Drama,,Jason Bateman,Tina Fey,Jane Fonda,0,0.0,1.0,103.0,19800000.0,41296320.0
12385,Seventh Son,2014,5.5,30.0,69346,3,Action,Adventure,Fantasy,Ben Barnes,Julianne Moore,Jeff Bridges,0,2.0,1.0,102.0,95000000.0,114178613.0
12386,Before I Go to Sleep,2014,6.3,41.0,69179,1,Drama,Horror,Mystery,Nicole Kidman,Colin Firth,Mark Strong,0,0.0,0.0,92.0,22000000.0,17669776.0
12387,Deliver Us from Evil,2014,6.2,40.0,68542,1,Horror,Mystery,Thriller,Eric Bana,Edgar Ramírez,Olivia Munn,0,2.0,4.0,118.0,30000000.0,87937815.0
12388,Unfriended,2014,5.5,59.0,65965,1,Horror,Mystery,Thriller,Heather Sossaman,Matthew Bohrer,Courtney Halverson,0,3.0,6.0,83.0,1000000.0,62882090.0
12389,A Most Violent Year,2014,7.0,79.0,64249,1,Action,Crime,Drama,Oscar Isaac,Jessica Chastain,David Oyelowo,1,15.0,50.0,125.0,20000000.0,12007070.0
12390,The Best of Me,2014,6.7,29.0,63857,3,Drama,Romance,,James Marsden,Michelle Monaghan,Luke Bracey,0,0.0,0.0,118.0,26000000.0,38609668.0
12391,Two Night Stand,2014,6.4,45.0,63730,1,Comedy,Romance,,Miles Teller,Analeigh Tipton,Jessica Szohr,0,0.0,1.0,86.0,,492332.0
12392,The Gambler,2014,6.0,55.0,63674,1,Crime,Drama,Thriller,Mark Wahlberg,Jessica Lange,John Goodman,0,1.0,3.0,111.0,25000000.0,39280992.0
12393,Into the Storm,2014,5.8,44.0,63236,3,Action,Adventure,Drama,Richard Armitage,Sarah Wayne Callies,Matt Walsh,0,2.0,1.0,89.0,50000000.0,161502194.0
12394,The Book of Life,2014,7.3,67.0,62729,2,Animation,Adventure,Comedy,Diego Luna,Zoe Saldana,Channing Tatum,1,3.0,28.0,95.0,50000000.0,99783556.0
12395,Magic in the Moonlight,2014,6.5,54.0,62435,3,Comedy,Drama,Romance,Colin Firth,Emma Stone,Marcia Gay Harden,0,1.0,1.0,97.0,16800000.0,51029361.0
12396,The November Man,2014,6.3,38.0,61813,1,Action,Thriller,,Pierce Brosnan,Luke Bracey,Olga Kurylenko,0,0.0,0.0,108.0,15000000.0,39661919.0
12397,The Signal,2014,6.1,54.0,60998,3,Drama,Mystery,Sci-Fi,Brenton Thwaites,Olivia Cooke,Beau Knapp,0,1.0,3.0,97.0,4000000.0,2595622.0
12398,Mr. Peabody & Sherman,2014,6.8,59.0,60345,2,Animation,Adventure,Comedy,Ty Burrell,Max Charles,Stephen Colbert,0,2.0,16.0,92.0,145000000.0,275698039.0
12399,Sabotage,2014,5.7,41.0,57776,1,Action,Crime,Drama,Arnold Schwarzenegger,Sam Worthington,Terrence Howard,0,2.0,5.0,109.0,35000000.0,22126842.0
12400,Calvary,2014,7.4,77.0,54630,1,Comedy,Drama,,Brendan Gleeson,Chris O'Dowd,Kelly Reilly,0,10.0,29.0,102.0,,16887741.0
12401,The Boxtrolls,2014,6.8,61.0,53130,2,Animation,Adventure,Comedy,Ben Kingsley,Jared Harris,Nick Frost,1,8.0,59.0,96.0,60000000.0,108255770.0
12402,Automata,2014,6.1,37.0,53093,1,Action,Drama,Sci-Fi,Antonio Banderas,Birgitte Hjort Sørensen,Dylan McDermott,0,0.0,6.0,109.0,7000000.0,6237990.0
12403,Draft Day,2014,6.8,54.0,51898,3,Drama,Sport,,Kevin Costner,Chadwick Boseman,Jennifer Garner,0,0.0,1.0,110.0,25000000.0,29824199.0
12404,The Legend of Hercules,2014,4.2,22.0,51764,3,Action,Adventure,Fantasy,Kellan Lutz,Gaia Weiss,Scott Adkins,0,1.0,7.0,104.13054509110479,70000000.0,61279452.0
12405,The Voices,2014,6.4,58.0,51581,1,Comedy,Crime,Horror,Ryan Reynolds,Gemma Arterton,Anna Kendrick,0,3.0,4.0,103.0,,2097718.0
12406,Winter's Tale,2014,6.2,31.0,51074,3,Drama,Fantasy,Mystery,Colin Farrell,Jessica Brown Findlay,Russell Crowe,0,0.0,2.0,118.0,60000000.0,30800231.0
12407,Citizenfour,2014,8.0,88.0,50863,1,Documentary,Biography,News,Edward Snowden,Glenn Greenwald,William Binney,1,43.0,36.0,114.0,,3780692.0
12408,Vampire Academy,2014,5.5,31.0,50835,3,Action,Comedy,Drama,Zoey Deutch,Lucy Fry,Danila Kozlovsky,0,0.0,2.0,104.0,30000000.0,15642346.0
12409,The Cobbler,2014,5.8,23.0,50720,3,Comedy,Drama,Fantasy,Adam Sandler,Melonie Diaz,Steve Buscemi,0,0.0,3.0,99.0,,6501058.0
12410,The Loft,2014,6.3,24.0,50255,1,Mystery,Romance,Thriller,Karl Urban,James Marsden,Wentworth Miller,0,0.0,1.0,108.0,14000000.0,11020402.0
12411,Walk of Shame,2014,6.0,25.0,49943,1,Comedy,,,Elizabeth Banks,James Marsden,Gillian Jacobs,0,0.0,0.0,95.0,,8122990.0
12412,Pride,2014,7.8,79.0,49815,1,Biography,Comedy,Drama,Bill Nighy,Imelda Staunton,Dominic West,1,10.0,19.0,119.0,,16775629.0
12413,Before We Go,2014,6.8,31.0,49718,3,Comedy,Drama,Romance,Chris Evans,Alice Eve,Emma Fitzpatrick,0,0.0,0.0,95.0,,462875.0
12414,Veronica Mars,2014,6.8,62.0,49471,3,Crime,Drama,Mystery,Kristen Bell,Jason Dohring,Enrico Colantoni,0,0.0,6.0,107.0,6000000.0,3485383.0
12415,Stonehearst Asylum,2014,6.8,52.0,49412,3,Drama,Horror,Thriller,Kate Beckinsale,Jim Sturgess,David Thewlis,0,1.0,1.0,112.0,,2478806.0
12416,'71,2014,7.2,83.0,49044,1,Action,Crime,Drama,Jack O'Connell,Sam Reid,Sean Harris,1,12.0,29.0,99.0,,3062178.0
12417,Song of the Sea,2014,8.1,85.0,48515,2,Animation,Adventure,Drama,David Rawle,Brendan Gleeson,Lisa Hannigan,1,11.0,24.0,93.0,5300000.0,4190884.0
12418,Mommy,2014,8.1,74.0,47869,1,Drama,,,Anne Dorval,Antoine Olivier Pilon,Suzanne Clément,0,52.0,65.0,139.0,,13156856.0
12419,Leviathan,2014,7.6,92.0,47338,1,Crime,Drama,,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,1,35.0,47.0,140.0,,4439481.0
12420,Force Majeure,2014,7.3,87.0,46873,1,Comedy,Drama,,Johannes Kuhnke,Lisa Loven Kongsli,Clara Wettergren,1,31.0,37.0,120.0,,4094339.0
12421,Tammy,2014,4.9,39.0,46495,1,Comedy,Romance,,Melissa McCarthy,Susan Sarandon,Kathy Bates,0,1.0,7.0,97.0,20000000.0,100375432.0
12422,Ouija,2014,4.5,38.0,46463,3,Horror,Mystery,Thriller,Olivia Cooke,Ana Coto,Daren Kagasoff,0,0.0,1.0,89.0,5000000.0,103687316.0
12423,While We're Young,2014,6.3,77.0,45182,1,Comedy,Drama,Mystery,Ben Stiller,Naomi Watts,Adam Driver,0,1.0,2.0,97.0,10000000.0,21075757.0
12424,Tusk,2014,5.3,55.0,44590,1,Comedy,Drama,Horror,Justin Long,Michael Parks,Haley Joel Osment,0,2.0,7.0,102.0,3000000.0,1882074.0
12425,Hector and the Search for Happiness,2014,7.0,29.0,44099,1,Adventure,Comedy,Drama,Simon Pegg,Rosamund Pike,Tracy Ann Oberman,0,2.0,6.0,120.0,,6337728.0
12426,Two Days One Night,2014,7.3,89.0,43700,3,Drama,,,Marion Cotillard,Fabrizio Rongione,Catherine Salée,1,41.0,79.0,95.0,7000000.0,9016922.0
12427,The Rover,2014,6.4,64.0,43332,1,Action,Crime,Drama,Guy Pearce,Robert Pattinson,Scoot McNairy,0,3.0,19.0,103.0,12000000.0,2510007.0
12428,Kill the Messenger,2014,6.9,60.0,43256,1,Biography,Crime,Drama,Jeremy Renner,Robert Patrick,Jena Sims,0,3.0,6.0,112.0,,5218973.0
12429,Million Dollar Arm,2014,7.0,56.0,42554,2,Biography,Drama,Sport,Jon Hamm,Aasif Mandvi,Alan Arkin,0,1.0,2.0,124.0,25000000.0,38483455.0
12430,Goodnight Mommy,2014,6.7,81.0,41158,1,Horror,Mystery,Thriller,Lukas Schwarz,Elias Schwarz,Susanne Wuest,0,21.0,36.0,99.0,,2193474.0
12431,Laggies,2014,6.4,63.0,40808,1,Comedy,Drama,Romance,Keira Knightley,Chloë Grace Moretz,Sam Rockwell,0,1.0,1.0,99.0,5000000.0,2379154.0
12432,God's Not Dead,2014,4.7,16.0,39568,2,Drama,,,Shane Harper,Kevin Sorbo,David A.R. White,0,0.0,1.0,104.13054509110479,2000000.0,64676349.0
12433,Endless Love,2014,6.3,30.0,39559,3,Drama,Romance,,Gabriella Wilde,Alex Pettyfer,Bruce Greenwood,0,0.0,1.0,104.0,20000000.0,34718173.0
12434,Alexander and the Terrible Horrible No Good Very Bad Day,2014,6.2,54.0,39546,2,Comedy,Family,,Steve Carell,Jennifer Garner,Ed Oxenbould,0,1.0,8.0,81.0,28000000.0,100654149.0
12435,Brick Mansions,2014,5.7,40.0,39006,3,Action,Crime,Thriller,Paul Walker,David Belle,RZA,0,0.0,1.0,90.0,28000000.0,71416730.0
12436,The Skeleton Twins,2014,6.8,74.0,38983,1,Comedy,Drama,Romance,Kristen Wiig,Bill Hader,Luke Wilson,0,4.0,12.0,93.0,,5776640.0
12437,Paranormal Activity: The Marked Ones,2014,5.0,42.0,38918,1,Horror,Mystery,Thriller,Andrew Jacobs,Jorge Diaz,Gabrielle Walsh,0,0.0,3.0,84.0,5000000.0,90894962.0
12438,Camp X-Ray,2014,6.9,54.0,38489,1,Drama,War,,Kristen Stewart,Payman Maadi,Lane Garrison,0,0.0,6.0,117.0,1000000.0,79624.0
12439,Pawn Sacrifice,2014,7.0,65.0,38182,3,Biography,Drama,Sport,Tobey Maguire,Liev Schreiber,Peter Sarsgaard,0,1.0,1.0,115.0,19000000.0,5578519.0
12440,Creep,2014,6.3,74.0,37331,1,Horror,Thriller,,Patrick Brice,Mark Duplass,,0,4.0,3.0,77.0,,
12441,Maps to the Stars,2014,6.2,67.0,36872,1,Comedy,Drama,,Julianne Moore,Mia Wasikowska,Robert Pattinson,1,10.0,21.0,111.0,15000000.0,4510934.0
12442,Wish I Was Here,2014,6.7,43.0,35947,1,Comedy,Drama,,Zach Braff,Joey King,Pierce Gagnon,0,0.0,6.0,106.0,6000000.0,5670776.0
12443,Left Behind,2014,3.1,12.0,35934,3,Action,Drama,Fantasy,Nicolas Cage,Lea Thompson,Cassi Thomson,0,0.0,5.0,110.0,16000000.0,27405896.0
12444,The Salvation,2014,6.7,64.0,35076,1,Drama,Western,,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,0,1.0,8.0,92.0,10500000.0,1363964.0
12445,Love & Mercy,2014,7.4,80.0,34788,3,Biography,Drama,Music,John Cusack,Paul Dano,Elizabeth Banks,2,20.0,55.0,121.0,10000000.0,28641776.0
12446,Cake,2014,6.4,49.0,34568,1,Drama,,,Jennifer Aniston,Adriana Barraza,Anna Kendrick,1,5.0,7.0,102.0,7000000.0,2433850.0
12447,The One I Love,2014,7.1,66.0,33726,1,Comedy,Drama,Sci-Fi,Mark Duplass,Elisabeth Moss,Ted Danson,0,2.0,2.0,91.0,100000.0,596933.0
12448,Black Sea,2014,6.4,62.0,33717,1,Adventure,Drama,Thriller,Jude Law,Scoot McNairy,Ben Mendelsohn,0,0.0,0.0,114.0,8000000.0,4070789.0
12449,Cold in July,2014,6.8,73.0,33490,1,Crime,Thriller,,Michael C. Hall,Sam Shepard,Don Johnson,0,1.0,8.0,109.0,,1547630.0
12450,Annie,2014,5.3,33.0,33052,2,Comedy,Drama,Family,Quvenzhané Wallis,Cameron Diaz,Jamie Foxx,2,3.0,13.0,118.0,65000000.0,136853506.0
12451,Jersey Boys,2014,6.8,54.0,32069,1,Biography,Drama,Music,John Lloyd Young,Erich Bergen,Michael Lomenda,0,4.0,2.0,134.0,40000000.0,67647013.0
12452,13 Sins,2014,6.3,44.0,31981,1,Horror,Thriller,,Mark Webber,Devon Graye,Tom Bower,0,0.0,3.0,93.0,4000000.0,826913.0
12453,Step Up All In,2014,6.0,45.0,31758,3,Drama,Music,Romance,Ryan Guzman,Briana Evigan,Adam Sevani,0,0.0,0.0,112.0,45000000.0,86165646.0
12454,Muppets Most Wanted,2014,6.4,61.0,30617,2,Adventure,Comedy,Crime,Ricky Gervais,Ty Burrell,Tina Fey,0,3.0,11.0,107.0,50000000.0,80383113.0
12455,A Long Way Down,2014,6.4,34.0,30420,1,Comedy,Drama,,Pierce Brosnan,Toni Collette,Imogen Poots,0,0.0,0.0,96.0,12000000.0,7257942.0
12456,Big Game,2014,5.4,53.0,30282,3,Action,Adventure,,Samuel L. Jackson,Onni Tommila,Ray Stevenson,0,1.0,8.0,90.0,8500000.0,7455398.0
12457,Batman: Assault on Arkham,2014,7.5,7.8,29824,3,Animation,Action,Adventure,Kevin Conroy,Neal McDonough,Hynden Walch,0,3.0,2.0,76.0,,
12458,Men Women & Children,2014,6.7,38.0,29627,1,Comedy,Drama,,Kaitlyn Dever,Rosemarie DeWitt,Ansel Elgort,0,0.0,0.0,119.0,16000000.0,1705908.0
12459,The Homesman,2014,6.6,68.0,29568,1,Drama,Western,,Tommy Lee Jones,Hilary Swank,Grace Gummer,0,5.0,14.0,122.0,16000000.0,3819421.0
12460,The Captive,2014,5.9,36.0,29401,1,Crime,Drama,Mystery,Ryan Reynolds,Scott Speedman,Rosario Dawson,0,1.0,7.0,112.0,,2096212.0
12461,When Marnie Was There,2014,7.7,72.0,29333,2,Animation,Drama,Family,Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,1,4.0,17.0,103.0,,34949567.0
12462,99 Homes,2014,7.1,76.0,29055,1,Drama,,,Andrew Garfield,Michael Shannon,Laura Dern,1,12.0,23.0,112.0,8000000.0,1828232.0
12463,Justice League: War,2014,7.3,7.8,28898,3,Animation,Action,Adventure,Sean Astin,Zach Callison,Christopher Gorham,0,0.0,0.0,79.0,3500000.0,
12464,The Two Faces of January,2014,6.2,66.0,28881,3,Romance,Thriller,,Viggo Mortensen,Kirsten Dunst,Oscar Isaac,0,0.0,3.0,96.0,31000000.0,13551951.0
12465,Stretch,2014,6.5,7.8,28324,1,Comedy,Crime,,Patrick Wilson,Ed Helms,James Badge Dale,0,0.0,0.0,94.0,5000000.0,4833.0
12466,Clouds of Sils Maria,2014,6.7,79.0,26724,1,Drama,,,Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,0,19.0,42.0,124.0,,4728401.0
12467,A Brilliant Young Mind,2014,7.1,65.0,26534,3,Drama,Romance,,Asa Butterfield,Rafe Spall,Sally Hawkins,0,4.0,9.0,111.0,,1043620.0
12468,The Good Lie,2014,7.4,65.0,26443,3,Biography,Drama,,Reese Witherspoon,Arnold Oceng,Ger Duany,0,3.0,3.0,110.0,20000000.0,3396345.0
12469,White Bird in a Blizzard,2014,6.4,51.0,26412,1,Drama,Mystery,Thriller,Shailene Woodley,Eva Green,Christopher Meloni,0,0.0,4.0,91.0,,469701.0
12470,Serena,2014,5.4,36.0,26153,1,Drama,History,Romance,Bradley Cooper,Jennifer Lawrence,Rhys Ifans,0,0.0,1.0,109.0,30000000.0,5092129.0
12471,The Woman in Black 2: Angel of Death,2014,4.8,42.0,25921,3,Drama,Horror,Thriller,Helen McCrory,Jeremy Irvine,Phoebe Fox,0,2.0,2.0,98.0,15000000.0,48854305.0
12472,The Nut Job,2014,5.7,37.0,25818,2,Animation,Adventure,Comedy,Will Arnett,Brendan Fraser,Liam Neeson,0,1.0,5.0,85.0,42000000.0,120885527.0
12473,Testament of Youth,2014,7.3,76.0,25600,3,Biography,Drama,History,Alicia Vikander,Kit Harington,Taron Egerton,0,5.0,5.0,129.0,,5874883.0
12474,Son of a Gun,2014,6.5,49.0,25495,1,Action,Crime,Drama,Ewan McGregor,Brenton Thwaites,Alicia Vikander,0,0.0,2.0,108.0,,660241.0
12475,Top Five,2014,6.4,81.0,25399,1,Comedy,Romance,,Chris Rock,Rosario Dawson,Gabrielle Union,0,6.0,20.0,102.0,12000000.0,26117471.0
12476,Heaven Is for Real,2014,5.8,47.0,25290,2,Biography,Drama,Family,Greg Kinnear,Kelly Reilly,Thomas Haden Church,0,1.0,5.0,99.0,12000000.0,101888019.0
12477,Playing It Cool,2014,6.0,30.0,24877,1,Comedy,Romance,,Chris Evans,Michelle Monaghan,Topher Grace,0,0.0,0.0,94.0,,1323415.0
12478,The Taking of Deborah Logan,2014,6.0,7.8,24096,1,Horror,Mystery,Thriller,Jill Larson,Anne Ramsay,Michelle Ang,0,1.0,7.0,90.0,1500000.0,407782.0
12479,Dear White People,2014,6.1,79.0,23916,1,Comedy,Drama,Romance,Tyler James Williams,Tessa Thompson,Kyle Gallner,0,14.0,27.0,108.0,,4633961.0
12480,Honeymoon,2014,5.7,65.0,23853,1,Horror,Mystery,Thriller,Rose Leslie,Harry Treadaway,Ben Huber,0,0.0,5.0,87.0,1000000.0,24343.0
12481,Mr. Turner,2014,6.8,94.0,23782,1,Biography,Drama,History,Timothy Spall,Paul Jesson,Dorothy Atkinson,4,19.0,64.0,150.0,8200000.0,22179785.0
12482,In Order of Disappearance,2014,7.2,74.0,23762,1,Action,Crime,Drama,Stellan Skarsgård,Bruno Ganz,Pål Sverre Hagen,0,3.0,10.0,116.0,4576591.0,904446.0
12483,She's Funny That Way,2014,6.1,45.0,23640,1,Comedy,Drama,,Imogen Poots,Owen Wilson,Jennifer Aniston,0,0.0,1.0,93.0,,6034851.0
12484,You're Not You,2014,7.3,56.0,23514,1,Drama,,,Hilary Swank,Emmy Rossum,Josh Duhamel,0,0.0,1.0,102.0,,894964.0
12485,Obvious Child,2014,6.8,76.0,22994,1,Comedy,Drama,Romance,Jenny Slate,Jake Lacy,Gaby Hoffmann,0,10.0,29.0,84.0,,3325417.0
12486,Son of Batman,2014,6.7,7.8,22835,3,Animation,Action,Adventure,Jason O'Mara,Stuart Allan,Thomas Gibson,0,1.0,1.0,74.0,,
12487,The Pyramid,2014,4.6,24.0,22569,1,Action,Adventure,Horror,Ashley Hinshaw,James Buckley,Denis O'Hare,0,0.0,1.0,89.0,6500000.0,16861137.0
12488,Barefoot,2014,6.6,22.0,22531,3,Comedy,Drama,Romance,Evan Rachel Wood,Scott Speedman,J.K. Simmons,0,0.0,1.0,90.0,6000000.0,15071.0
12489,Cooties,2014,5.7,49.0,22188,1,Action,Comedy,Horror,Elijah Wood,Rainn Wilson,Alison Pill,0,1.0,4.0,88.0,,485544.0
12490,About Last Night,2014,6.1,62.0,22124,1,Comedy,Romance,,Kevin Hart,Michael Ealy,Regina Hall,0,0.0,1.0,100.0,12500000.0,50445860.0
12491,Good Kill,2014,6.4,63.0,22096,1,Drama,Thriller,War,Ethan Hawke,January Jones,Zoë Kravitz,0,0.0,1.0,102.0,,1474471.0
12492,Dead Snow 2,2014,6.9,59.0,22011,1,Action,Comedy,Horror,Vegar Hoel,Ørjan Gamst,Martin Starr,0,15.0,9.0,100.0,35000000.0,1187477.0
12493,Jessabelle,2014,5.4,37.0,21854,3,Drama,Horror,Mystery,Sarah Snook,Mark Webber,Joelle Carter,0,0.0,0.0,90.0,,6998359.0
12494,Bang Bang,2014,5.5,7.8,21194,3,Action,Adventure,Comedy,Hrithik Roshan,Katrina Kaif,Pavan Malhotra,0,3.0,12.0,153.0,,42045981.0
12495,Clown,2014,5.7,42.0,21169,1,Drama,Fantasy,Horror,Andy Powers,Laura Allen,Peter Stormare,0,0.0,2.0,100.0,1500000.0,4381603.0
12496,The Riot Club,2014,6.0,54.0,20942,1,Drama,Thriller,,Sam Claflin,Max Irons,Douglas Booth,0,0.0,2.0,107.0,,3517925.0
12497,They Came Together,2014,5.5,60.0,20676,1,Comedy,Romance,,Paul Rudd,Amy Poehler,Bill Hader,0,0.0,0.0,83.0,,
12498,Escobar: Paradise Lost,2014,6.5,56.0,20548,1,Crime,Drama,History,Benicio Del Toro,Josh Hutcherson,Claudia Traisac,0,0.0,1.0,120.0,17000000.0,6760531.0
12499,The Angriest Man in Brooklyn,2014,5.7,21.0,20500,1,Comedy,Drama,,Robin Williams,Mila Kunis,Peter Dinklage,0,0.0,0.0,83.0,,615198.0
12500,Get on Up,2014,6.9,71.0,20021,3,Biography,Drama,Music,Chadwick Boseman,Nelsan Ellis,Dan Aykroyd,0,5.0,18.0,139.0,30000000.0,33448971.0
