,movie,year,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross
3792,Let's Get Harry,1986,5.3,7.8,1110,1,Action,Adventure,,Michael Schoeffling,Thomas F. Wilson,Fidel Abrego,0,0.0,0.0,102.0,,140980.0
3793,Big Trouble,1986,5.2,70.0,1092,1,Comedy,,,Peter Falk,Alan Arkin,Beverly D'Angelo,0,0.0,0.0,93.0,,
3794,Dangerously Close,1986,5.5,7.8,1086,1,Action,Crime,Thriller,John Stockwell,J. Eddie Peck,Carey Lowell,0,0.0,0.0,95.0,,2390525.0
3795,Police action,1986,6.8,7.8,1081,1,Action,Drama,,Michelle Yeoh,Michael Wong,Hiroyuki Sanada,0,0.0,1.0,96.0,,
3796,The Boy in Blue,1986,5.3,7.8,1051,1,Biography,Drama,Sport,Nicolas Cage,Cynthia Dale,Christopher Plummer,0,0.0,3.0,100.0,7716000.0,275000.0
3797,Hardbodies 2,1986,3.2,7.8,1046,1,Comedy,,,James Karen,Louise Baker,Alexandros Mylonas,0,0.0,0.0,88.0,,78068.0
3798,Blood Hook,1986,4.3,7.8,977,1,Comedy,Horror,,Mark Jacobs,Lisa Jane Todd,Patrick Danz,0,0.0,0.0,92.0,200000.0,
3799,Fair Game,1986,6.0,7.8,973,1,Action,Thriller,,Cassandra Delaney,Peter Ford,David Sandford,0,0.0,0.0,86.0,1260000.0,
3800,The Murders in the Rue Morgue,1986,5.8,7.8,970,2,Crime,Mystery,Horror,George C. Scott,Rebecca De Mornay,Ian McShane,0,0.0,0.0,100.0,,
3801,Blue City,1986,4.4,18.0,964,1,Action,Crime,Drama,Judd Nelson,Ally Sheedy,David Caruso,0,0.0,5.0,83.0,10000000.0,6947787.0
3802,The Malibu Bikini Shop,1986,4.8,7.8,932,1,Comedy,Romance,,Michael David Wright,Bruce Greenwood,Amanda Horan Kennedy,0,0.0,0.0,99.0,,
3803,Desert Bloom,1986,6.7,7.8,914,2,Drama,Family,Romance,Jon Voight,JoBeth Williams,Annabeth Gish,0,0.0,1.0,105.0,,416393.0
3804,Body Slam,1986,5.3,7.8,912,2,Comedy,Music,Sport,Dirk Benedict,Tanya Roberts,Roddy Piper,0,0.0,0.0,89.0,,
3805,Alien Predator,1986,3.7,7.8,907,1,Drama,Horror,Sci-Fi,Dennis Christopher,Martin Hewitt,Lynn-Holly Johnson,0,0.0,0.0,90.0,,
3806,Max mon amour,1986,6.1,7.8,886,1,Comedy,,,Charlotte Rampling,Anthony Higgins,Victoria Abril,0,0.0,2.0,92.0,,
3807,The Devil's Honey,1986,5.3,7.8,876,1,Mystery,Thriller,,Brett Halsey,Corinne Cléry,Blanca Marsillach,0,0.0,0.0,78.0,,
3808,Star Crystal,1986,3.5,7.8,870,1,Horror,Sci-Fi,Thriller,C. Juston Campbell,Faye Bolt,John W. Smith,0,0.0,0.0,91.0,,
3809,Off Beat,1986,5.0,7.8,835,2,Comedy,Crime,Romance,Judge Reinhold,Meg Tilly,Cleavant Derricks,0,0.0,0.0,92.0,,4842778.0
3810,Footrot Flats: The Dog's Tale,1986,7.1,7.8,829,2,Animation,Comedy,,John Clarke,Peter Rowley,Rawiri Paratene,0,0.0,4.0,71.0,,
3811,Star Slammer,1986,3.5,7.8,821,1,Action,Comedy,Sci-Fi,Sandy Brooke,Suzy Stokey,Ross Hagen,0,0.0,0.0,86.0,200000.0,
3812,Jake Speed,1986,5.3,42.0,818,2,Action,Adventure,Comedy,Wayne Crawford,Dennis Christopher,Karen Kopins,0,0.0,0.0,105.0,,1943751.0
3813,Violets Are Blue...,1986,5.9,7.8,812,3,Drama,Romance,,Sissy Spacek,Kevin Kline,Bonnie Bedelia,0,0.0,0.0,88.0,10000000.0,4743287.0
3814,Whoops Apocalypse,1986,6.1,7.8,799,1,Comedy,,,Stuart Saunders,Graeme Garden,Marc Smith,0,0.0,0.0,104.13054509110479,,
3815,Duet for One,1986,6.9,7.8,797,1,Drama,,,Julie Andrews,Alan Bates,Max von Sydow,1,0.0,0.0,107.0,,8736.0
3816,Touch and Go,1986,5.8,7.8,777,1,Comedy,Drama,Romance,Michael Keaton,Maria Conchita Alonso,Ajay Naidu,0,0.0,0.0,101.0,,1254040.0
3817,L'amour sorcier,1986,7.0,7.8,770,2,Music,Drama,,Antonio Gades,Cristina Hoyos,Laura del Sol,0,2.0,2.0,100.0,,
3818,The Men's Club,1986,4.7,39.0,761,1,Drama,,,David Dukes,Richard Jordan,Harvey Keitel,0,0.0,0.0,101.0,,2556361.0
3819,L'aiguilleur,1986,7.2,7.8,756,1,Drama,,,Jim van der Woude,Stéphane Excoffier,John Kraaijkamp Sr.,0,8.0,2.0,96.0,,
3820,Nobody's Fool,1986,5.4,7.8,738,3,Comedy,Drama,Romance,Rosanna Arquette,Eric Roberts,Mare Winningham,0,0.0,0.0,107.0,,563358.0
3821,The Vindicator,1986,5.1,7.8,730,1,Action,Sci-Fi,Thriller,David McIlwraith,Teri Austin,Richard Cox,0,0.0,0.0,93.0,4210000.0,12000.0
3822,The Whoopee Boys,1986,6.1,7.8,719,1,Comedy,Romance,,Michael O'Keefe,Paul Rodriguez,Denholm Elliott,0,0.0,0.0,88.0,,
3823,Opposing Force,1986,5.3,7.8,708,1,Action,Drama,Thriller,Tom Skerritt,Lisa Eichhorn,Anthony Zerbe,0,0.0,0.0,100.0,,
3824,Just Between Friends,1986,5.9,7.8,692,3,Drama,,,Mary Tyler Moore,Ted Danson,Christine Lahti,0,0.0,0.0,110.0,,6408791.0
3825,The Canterville Ghost,1986,6.7,7.8,692,2,Comedy,Family,Fantasy,John Gielgud,Ted Wass,Andrea Marcovicci,0,0.0,0.0,104.13054509110479,,
3826,Evil Laugh,1986,5.0,7.8,662,1,Comedy,Horror,,Ashlyn Gere,Steven Baio,Tony Griffin,0,0.0,0.0,87.0,,
3827,Hunter's Blood,1986,5.9,7.8,654,1,Adventure,Horror,Thriller,Sam Bottoms,Kim Delaney,Clu Gulager,0,0.0,1.0,101.0,,
3828,Jocks,1986,3.8,7.8,645,1,Comedy,Sport,,Scott Strader,Perry Lang,Mariska Hargitay,0,0.0,0.0,91.0,,
3829,Strike Commando,1987,5.3,7.8,628,1,Action,War,Adventure,Reb Brown,Christopher Connelly,Louise Kamsteeg,0,0.0,0.0,80.0,,
3830,A Man and a Woman: 20 Years Later,1986,5.8,7.8,621,2,Drama,Romance,,Anouk Aimée,Jean-Louis Trintignant,Richard Berry,0,0.0,0.0,112.0,,
3831,Quiet Cool,1986,5.7,7.8,612,1,Action,,,James Remar,Daphne Ashbrook,Adam Coleman Howard,0,0.0,0.0,104.13054509110479,,1900000.0
3832,Act of Vengeance,1986,6.0,7.8,595,3,Biography,Crime,Drama,Charles Bronson,Ellen Burstyn,Wilford Brimley,0,0.0,4.0,95.0,,
3833,Nightmare Weekend,1986,3.1,7.8,593,1,Horror,Sci-Fi,,Debbie Laster,Dale Midkiff,Debra Hunter,0,0.0,0.0,104.13054509110479,500000.0,
3834,The Supernaturals,1986,4.3,7.8,590,1,Horror,Mystery,Sci-Fi,Maxwell Caulfield,Nichelle Nichols,Talia Balsam,0,0.0,0.0,91.0,3000000.0,
3835,Ratboy,1986,3.7,7.8,587,3,Comedy,Crime,Drama,Sondra Locke,Robert Townsend,Christopher Hewett,0,0.0,1.0,104.0,,
3836,Playing for Keeps,1986,4.3,7.8,586,3,Comedy,,,Daniel Jordano,Matthew Penn,Leon W. Grant,0,0.0,0.0,102.0,,2669366.0
3837,Streets of Gold,1986,6.1,7.8,569,1,Drama,Sport,,Klaus Maria Brandauer,Adrian Pasdar,Wesley Snipes,0,0.0,0.0,95.0,,2546238.0
3838,Armed Response,1986,5.1,7.8,565,1,Action,Crime,Thriller,David Carradine,Lee Van Cleef,Mako,0,0.0,0.0,86.0,1500000.0,
3839,Flying,1986,5.2,7.8,557,1,Drama,Romance,Sport,Olivia d'Abo,Keanu Reeves,Rita Tushingham,0,0.0,0.0,90.0,,
3840,3:15 the Moment of Truth,1986,5.6,7.8,557,1,Crime,Drama,Thriller,Adam Baldwin,Deborah Foreman,Rene Auberjonois,0,0.0,0.0,86.0,,
3841,Back to the Future,1985,8.5,87.0,1010895,2,Adventure,Comedy,Sci-Fi,Michael J. Fox,Christopher Lloyd,Lea Thompson,1,19.0,25.0,116.0,19000000.0,391341971.0
3842,The Breakfast Club,1985,7.9,66.0,342982,1,Comedy,Drama,,Emilio Estevez,Judd Nelson,Molly Ringwald,0,0.0,3.0,97.0,1000000.0,51525171.0
3843,The Goonies,1985,7.8,62.0,233884,2,Adventure,Comedy,Family,Sean Astin,Josh Brolin,Jeff Cohen,0,3.0,6.0,114.0,19000000.0,62622496.0
3844,Brazil,1985,7.9,84.0,183044,1,Drama,Sci-Fi,,Jonathan Pryce,Kim Greist,Robert De Niro,2,8.0,3.0,132.0,15000000.0,9947816.0
3845,Rocky IV,1985,6.9,40.0,180964,2,Drama,Sport,,Sylvester Stallone,Talia Shire,Burt Young,0,9.0,5.0,91.0,30000000.0,300473716.0
3846,Rambo: First Blood Part II,1985,6.5,47.0,149938,1,Action,Adventure,Thriller,Sylvester Stallone,Richard Crenna,Charles Napier,1,5.0,4.0,96.0,44000000.0,300400432.0
3847,Commando,1985,6.7,51.0,141985,1,Action,Adventure,Thriller,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,0,0.0,2.0,90.0,10000000.0,57491000.0
3848,Mad Max Beyond Thunderdome,1985,6.3,71.0,123729,3,Action,Adventure,Sci-Fi,Mel Gibson,Tina Turner,Bruce Spence,1,1.0,7.0,107.0,10000000.0,36230219.0
3849,Ran,1985,8.2,96.0,107161,1,Action,Drama,War,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,1,29.0,22.0,162.0,11500000.0,4160924.0
3850,A View to a Kill,1985,6.4,40.0,85353,2,Action,Adventure,Thriller,Roger Moore,Christopher Walken,Tanya Roberts,1,2.0,4.0,131.0,30000000.0,50327960.0
3851,Witness,1985,7.4,76.0,83456,1,Crime,Drama,Romance,Harrison Ford,Kelly McGillis,Lukas Haas,2,11.0,25.0,112.0,12000000.0,68706993.0
3852,Weird Science,1985,6.6,46.0,77279,3,Comedy,Romance,Sci-Fi,Anthony Michael Hall,Ilan Mitchell-Smith,Kelly LeBrock,0,0.0,1.0,94.0,7500000.0,38934048.0
3853,Clue,1985,7.3,39.0,77224,2,Comedy,Crime,Mystery,Eileen Brennan,Tim Curry,Madeline Kahn,0,0.0,0.0,94.0,15000000.0,14643997.0
3854,The Color Purple,1985,7.8,78.0,75543,3,Drama,,,Danny Glover,Whoopi Goldberg,Oprah Winfrey,11,14.0,12.0,154.0,15000000.0,98467863.0
3855,Out of Africa,1985,7.2,69.0,69724,2,Biography,Drama,Romance,Meryl Streep,Robert Redford,Klaus Maria Brandauer,7,23.0,27.0,161.0,31000000.0,227542205.0
3856,A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.5,43.0,59000,1,Horror,,,Robert Englund,Mark Patton,Kim Myers,0,0.0,1.0,87.0,3000000.0,29999213.0
3857,Legend,1985,6.5,30.0,57972,2,Adventure,Fantasy,Romance,Tom Cruise,Mia Sara,Tim Curry,1,1.0,10.0,94.0,24500000.0,15502112.0
3858,Fright Night,1985,7.1,62.0,57564,1,Horror,Thriller,,Chris Sarandon,William Ragsdale,Amanda Bearse,0,5.0,4.0,106.0,9000000.0,24922237.0
3859,National Lampoon's European Vacation,1985,6.2,47.0,56142,3,Adventure,Comedy,,Chevy Chase,Beverly D'Angelo,Dana Hill,0,1.0,1.0,95.0,17000000.0,49364621.0
3860,After Hours,1985,7.7,90.0,55637,1,Comedy,Crime,Drama,Griffin Dunne,Rosanna Arquette,Verna Bloom,1,3.0,9.0,97.0,4500000.0,10609321.0
3861,Cocoon,1985,6.7,65.0,55485,3,Comedy,Drama,Sci-Fi,Don Ameche,Wilford Brimley,Hume Cronyn,2,5.0,11.0,117.0,17500000.0,85313124.0
3862,The Return of the Living Dead,1985,7.3,66.0,52576,1,Comedy,Horror,Sci-Fi,Clu Gulager,James Karen,Don Calfa,0,0.0,4.0,91.0,4000000.0,14237880.0
3863,Pale Rider,1985,7.3,61.0,50842,1,Drama,Western,,Clint Eastwood,Michael Moriarty,Carrie Snodgress,0,2.0,1.0,115.0,6900000.0,41410568.0
3864,Police Academy 2: Their First Assignment,1985,5.8,39.0,49976,3,Comedy,,,Steve Guttenberg,Bubba Smith,David Graf,0,0.0,1.0,87.0,7600000.0,55600000.0
3865,The Jewel of the Nile,1985,6.1,53.0,49277,2,Action,Adventure,Comedy,Michael Douglas,Kathleen Turner,Danny DeVito,0,0.0,0.0,106.0,25000000.0,96773200.0
3866,Pee-wee's Big Adventure,1985,7.0,47.0,48190,2,Adventure,Comedy,Family,Paul Reubens,Elizabeth Daily,Mark Holton,0,0.0,2.0,91.0,6000000.0,40940662.0
3867,Fletch,1985,6.9,68.0,46186,2,Comedy,Crime,Mystery,Chevy Chase,Joe Don Baker,Dana Wheeler-Nicholson,0,0.0,1.0,98.0,8000000.0,59612888.0
3868,The Purple Rose of Cairo,1985,7.7,75.0,45687,2,Comedy,Fantasy,Romance,Mia Farrow,Jeff Daniels,Danny Aiello,1,15.0,14.0,82.0,15000000.0,10631333.0
3869,Teen Wolf,1985,6.1,25.0,44266,2,Comedy,Fantasy,Romance,Michael J. Fox,James Hampton,Susan Ursitti,0,0.0,0.0,91.0,,33086611.0
3870,Spies Like Us,1985,6.4,22.0,42940,2,Adventure,Comedy,,Chevy Chase,Dan Aykroyd,Mark Stewart,0,0.0,0.0,102.0,22000000.0,60088980.0
3871,Enemy Mine,1985,6.9,59.0,42350,3,Action,Adventure,Drama,Dennis Quaid,Louis Gossett Jr.,Brion James,0,2.0,6.0,108.0,40000000.0,12303411.0
3872,Ladyhawke,1985,7.0,64.0,42164,3,Adventure,Comedy,Drama,Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,2,5.0,5.0,121.0,20000000.0,18432000.0
3873,Better Off Dead...,1985,7.1,51.0,40341,2,Comedy,Romance,,John Cusack,David Ogden Stiers,Kim Darby,0,0.0,0.0,97.0,,10297601.0
3874,Red Sonja,1985,5.1,35.0,37692,3,Action,Adventure,Fantasy,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,0,1.0,2.0,89.0,17900000.0,6951415.0
3875,Silverado,1985,7.2,64.0,36540,3,Action,Crime,Drama,Kevin Kline,Scott Glenn,Kevin Costner,2,1.0,2.0,133.0,26000000.0,32192570.0
3876,St. Elmo's Fire,1985,6.4,35.0,34553,1,Drama,Romance,,Demi Moore,Rob Lowe,Andrew McCarthy,0,1.0,1.0,110.0,10000000.0,37803872.0
3877,Brewster's Millions,1985,6.5,37.0,34534,2,Comedy,,,Richard Pryor,John Candy,Lonette McKee,0,0.0,0.0,102.0,20000000.0,45833132.0
3878,Friday the 13th: A New Beginning,1985,4.8,16.0,32231,1,Horror,Mystery,Thriller,Melanie Kinnaman,John Shepherd,Anthony Barrile,0,0.0,2.0,92.0,2200000.0,21930418.0
3879,The Black Cauldron,1985,6.4,59.0,30012,2,Animation,Action,Adventure,Grant Bardsley,Freddie Jones,Susan Sheridan,0,0.0,0.0,80.0,44000000.0,21288692.0
3880,Real Genius,1985,7.0,71.0,29397,2,Comedy,Romance,Sci-Fi,Val Kilmer,Gabriel Jarret,Michelle Meyrink,0,2.0,2.0,108.0,8000000.0,12952019.0
3881,To Live and Die in L.A.,1985,7.3,81.0,28035,1,Action,Crime,Drama,William Petersen,Willem Dafoe,John Pankow,0,0.0,3.0,116.0,6000000.0,17307019.0
3882,Police Story,1985,7.6,78.0,27822,3,Action,Comedy,Crime,Jackie Chan,Maggie Cheung,Brigitte Lin,0,2.0,5.0,100.0,,113164.0
3883,Runaway Train,1985,7.2,67.0,25958,1,Action,Adventure,Drama,Jon Voight,Eric Roberts,Rebecca De Mornay,3,2.0,5.0,111.0,9000000.0,7683620.0
3884,Mask,1985,7.2,73.0,25242,3,Biography,Drama,,Cher,Eric Stoltz,Sam Elliott,1,2.0,7.0,120.0,8000000.0,48230162.0
3885,The Quiet Earth,1985,6.8,7.8,23962,1,Drama,Mystery,Sci-Fi,Bruno Lawrence,Alison Routledge,Pete Smith,0,0.0,10.0,91.0,1000000.0,2123135.0
3886,Return to Oz,1985,6.7,42.0,23868,2,Adventure,Family,Fantasy,Fairuza Balk,Nicol Williamson,Jean Marsh,1,,,113.0,25000000.0,11137801.0
3887,Silver Bullet,1985,6.4,26.0,22954,1,Horror,,,Gary Busey,Everett McGill,Corey Haim,0,0.0,1.0,95.0,7000000.0,12361866.0
3888,Phenomena,1985,6.8,57.0,22341,1,Horror,Mystery,,Jennifer Connelly,Donald Pleasence,Daria Nicolodi,0,0.0,1.0,116.0,3800000.0,
3889,House,1985,6.2,44.0,22273,1,Comedy,Fantasy,Horror,William Katt,Kay Lenz,George Wendt,0,1.0,3.0,93.0,3000000.0,19444631.0
3890,Prizzi's Honor,1985,6.7,84.0,22118,1,Comedy,Crime,Drama,Jack Nicholson,Kathleen Turner,Robert Loggia,1,26.0,24.0,130.0,,26657534.0
3891,Cat's Eye,1985,6.3,70.0,22107,3,Comedy,Horror,Thriller,Drew Barrymore,James Woods,Alan King,0,0.0,2.0,94.0,7000000.0,13086298.0
3892,Lifeforce,1985,6.1,50.0,21488,1,Action,Horror,Mystery,Steve Railsback,Mathilda May,Peter Firth,0,1.0,2.0,101.0,25000000.0,11603545.0
3893,Desperately Seeking Susan,1985,6.0,71.0,20369,3,Comedy,Drama,,Rosanna Arquette,Madonna,Aidan Quinn,1,1.0,3.0,104.0,4500000.0,27398584.0
3894,Explorers,1985,6.6,58.0,19102,2,Adventure,Comedy,Family,Ethan Hawke,River Phoenix,Jason Presson,0,1.0,5.0,109.0,25000000.0,9873044.0
3895,The Sure Thing,1985,7.0,76.0,18697,3,Comedy,Drama,Romance,John Cusack,Daphne Zuniga,Anthony Edwards,0,0.0,0.0,100.0,4500000.0,18135531.0
3896,Young Sherlock Holmes,1985,6.8,65.0,18560,3,Adventure,Fantasy,Mystery,Nicholas Rowe,Alan Cox,Sophie Ward,1,1.0,3.0,109.0,18000000.0,19739575.0
3897,Flesh+Blood,1985,6.7,56.0,16008,1,Adventure,Drama,,Rutger Hauer,Jennifer Jason Leigh,Tom Burlinson,0,2.0,1.0,126.0,6500000.0,
3898,The Man with One Red Shoe,1985,5.7,31.0,14428,2,Comedy,Thriller,,Tom Hanks,Lori Singer,Dabney Coleman,0,0.0,0.0,92.0,16000000.0,8645411.0
3899,Kiss of the Spider Woman,1985,7.4,80.0,13760,1,Drama,,,William Hurt,Raul Julia,Sônia Braga,1,12.0,10.0,120.0,,17009654.0
3900,My Beautiful Laundrette,1985,6.8,75.0,13754,1,Comedy,Drama,Romance,Saeed Jaffrey,Roshan Seth,Daniel Day-Lewis,1,6.0,5.0,97.0,650000.0,2451545.0
3901,Subway,1985,6.6,53.0,13645,1,Thriller,,,Christopher Lambert,Isabelle Adjani,Richard Bohringer,1,3.0,11.0,104.0,17000000.0,390659.0
3902,Death Wish 3,1985,5.9,18.0,13589,1,Action,Crime,Drama,Charles Bronson,Deborah Raffin,Ed Lauter,0,0.0,0.0,92.0,9000000.0,16116878.0
3903,Year of the Dragon,1985,6.9,58.0,13513,1,Action,Crime,Drama,Mickey Rourke,John Lone,Ariane,2,1.0,8.0,134.0,24000000.0,18707466.0
3904,Just One of the Guys,1985,6.5,57.0,13427,3,Comedy,Romance,,Joyce Hyser,Clayton Rohner,Billy Jayne,0,0.0,3.0,100.0,,11528900.0
3905,American Ninja,1985,5.5,20.0,13418,1,Action,Adventure,Romance,Michael Dudikoff,Steve James,Judie Aronson,0,0.0,0.0,95.0,1000000.0,10499694.0
3906,Summer Rental,1985,6.3,38.0,13330,2,Comedy,,,John Candy,Richard Crenna,Rip Torn,0,0.0,3.0,87.0,,24689703.0
3907,The Stuff,1985,5.9,7.8,13036,1,Comedy,Horror,Sci-Fi,Michael Moriarty,Andrea Marcovicci,Garrett Morris,0,0.0,0.0,87.0,1700000.0,
3908,Once Bitten,1985,5.5,64.0,12940,3,Comedy,Drama,Fantasy,Lauren Hutton,Jim Carrey,Karen Kopins,0,0.0,0.0,94.0,3200000.0,10000000.0
3909,Jagged Edge,1985,6.5,60.0,12767,1,Drama,Mystery,Thriller,Jeff Bridges,Glenn Close,Peter Coyote,1,,,108.0,15000000.0,40491165.0
3910,The Last Dragon,1985,6.9,7.8,12501,3,Action,Comedy,Drama,Taimak,Vanity,Christopher Murney,1,,,109.0,10000000.0,25754284.0
3911,King Solomon's Mines,1985,5.3,29.0,12163,3,Action,Adventure,Comedy,Richard Chamberlain,Sharon Stone,Herbert Lom,0,0.0,2.0,100.0,12500000.0,15057465.0
3912,D.A.R.Y.L.,1985,6.3,7.8,11809,2,Family,Sci-Fi,,Mary Beth Hurt,Michael McKean,Kathryn Walker,0,1.0,2.0,99.0,,7840873.0
3913,Santa Claus: The Movie,1985,6.3,7.8,11125,2,Adventure,Family,Fantasy,Dudley Moore,John Lithgow,David Huddleston,0,0.0,0.0,107.0,50000000.0,23717291.0
3914,Remo Williams: The Adventure Begins,1985,6.5,46.0,10663,3,Action,Adventure,Comedy,Fred Ward,Joel Grey,Wilford Brimley,1,,,121.0,,14393902.0
3915,Into the Night,1985,6.5,41.0,10635,1,Action,Comedy,Crime,Jeff Goldblum,Michelle Pfeiffer,Stacey Pickren,0,0.0,1.0,115.0,8000000.0,7562164.0
3916,The Falcon and the Snowman,1985,6.8,68.0,10359,1,Biography,Crime,Drama,Timothy Hutton,Sean Penn,Pat Hingle,0,0.0,1.0,131.0,12000000.0,17130087.0
3917,Death of a Salesman,1985,7.3,7.8,9829,2,Drama,,,Dustin Hoffman,Kate Reid,John Malkovich,1,6.0,11.0,136.0,,
3918,Girls Just Want to Have Fun,1985,6.0,56.0,9535,2,Comedy,Music,Romance,Biff Yeager,Kristi Somers,Richard Blade,0,0.0,0.0,90.0,,6326051.0
3919,The Emerald Forest,1985,6.9,7.8,9067,1,Action,Adventure,Drama,Powers Boothe,Meg Foster,Yara Vaneau,3,,,114.0,,24468550.0
3920,A Chorus Line,1985,6.2,46.0,8908,3,Drama,Music,Musical,Michael Douglas,Terrence Mann,Michael Blevins,3,,,113.0,27000000.0,14202899.0
3921,The Legend of Billie Jean,1985,6.7,45.0,8530,3,Action,Drama,,Helen Slater,Christian Slater,Keith Gordon,0,0.0,0.0,96.0,,3099497.0
3922,Papa est en voyage d'affaires,1985,7.8,7.8,8481,1,Drama,,,Moreno D'E Bartolli,Predrag 'Miki' Manojlovic,Mirjana Karanovic,1,6.0,2.0,136.0,,34751.0
3923,Invasion U.S.A.,1985,5.5,29.0,8429,1,Action,Thriller,,Chuck Norris,Richard Lynch,Melissa Prophet,0,0.0,0.0,107.0,10000000.0,17536256.0
3924,Mishima: A Life in Four Chapters,1985,8.0,81.0,8340,1,Biography,Drama,,Ken Ogata,Masayuki Shionoya,Hiroshi Mikami,0,1.0,1.0,120.0,5000000.0,569996.0
3925,Volunteers,1985,5.5,55.0,8314,1,Adventure,Comedy,,Tom Hanks,John Candy,Rita Wilson,0,0.0,0.0,107.0,,19875740.0
3926,Vision Quest,1985,6.6,55.0,7609,1,Drama,Romance,Sport,Matthew Modine,Linda Fiorentino,Michael Schoeffling,0,0.0,0.0,107.0,,12993175.0
3927,Porky's Revenge,1985,4.8,24.0,7539,1,Comedy,,,Dan Monahan,Wyatt Knight,Tony Ganios,0,0.0,1.0,92.0,9000000.0,20518905.0
3928,Private Resort,1985,5.3,34.0,7414,1,Comedy,,,Rob Morrow,Johnny Depp,Emily Longstreth,0,0.0,0.0,82.0,,331816.0
3929,Missing in Action 2: The Beginning,1985,5.4,7.8,7375,1,Action,Drama,Thriller,Chuck Norris,Soon-Tek Oh,Steven Williams,0,0.0,0.0,95.0,2410000.0,10755447.0
3930,Fandango,1985,6.8,7.8,7186,2,Comedy,Drama,,Kevin Costner,Judd Nelson,Sam Robards,0,0.0,0.0,91.0,,91666.0
3931,Lost in America,1985,7.0,78.0,7172,1,Comedy,,,Albert Brooks,Julie Hagerty,Sylvia Farrel,0,1.0,1.0,91.0,,10179000.0
3932,Gotcha!,1985,6.2,38.0,6641,3,Action,Comedy,Mystery,Anthony Edwards,Linda Fiorentino,Jsu Garcia,0,0.0,0.0,101.0,,10806919.0
3933,Code of Silence,1985,6.1,64.0,6627,1,Action,Crime,Drama,Chuck Norris,Henry Silva,Bert Remsen,0,0.0,0.0,101.0,7000000.0,20345361.0
3934,Agnes of God,1985,6.6,52.0,6579,3,Drama,Mystery,,Jane Fonda,Anne Bancroft,Meg Tilly,3,1.0,2.0,98.0,10000000.0,25627836.0
3935,White Nights,1985,6.7,46.0,6509,3,Drama,Music,,Mikhail Baryshnikov,Gregory Hines,Jerzy Skolimowski,1,2.0,2.0,136.0,,42160849.0
3936,Miami Supercops,1985,6.3,7.8,6484,2,Action,Comedy,Crime,Terence Hill,Bud Spencer,C.B. Seay,0,0.0,0.0,104.13054509110479,,
3937,Transylvania 6-5000,1985,5.0,10.0,6460,2,Comedy,Fantasy,Horror,Jeff Goldblum,Joseph Bologna,Ed Begley Jr.,0,0.0,0.0,93.0,3000000.0,7196872.0
3938,Revolution,1985,5.3,22.0,6213,2,Adventure,Drama,History,Al Pacino,Donald Sutherland,Nastassja Kinski,0,1.0,4.0,126.0,28000000.0,358574.0
3939,Secret Admirer,1985,6.6,46.0,6156,1,Comedy,Romance,,C. Thomas Howell,Lori Loughlin,Kelly Preston,0,0.0,0.0,90.0,,8622757.0
3940,Howling II: ... Your Sister Is a Werewolf,1985,3.6,7.8,6137,1,Horror,Thriller,,Christopher Lee,Annie McEnroe,Reb Brown,0,0.0,0.0,91.0,,
3941,Godzilla 1985,1985,6.2,31.0,5833,2,Action,Horror,Sci-Fi,Raymond Burr,Keiju Kobayashi,Ken Tanaka,0,2.0,3.0,88.0,2000000.0,4116395.0
3942,American Flyers,1985,6.4,50.0,5457,3,Drama,Sport,,Kevin Costner,David Marshall Grant,Rae Dawn Chong,0,0.0,0.0,113.0,,1420355.0
3943,Mischief,1985,6.6,53.0,5334,1,Comedy,Romance,,Doug McKeon,Catherine Mary Stewart,Kelly Preston,0,0.0,0.0,104.13054509110479,,8692426.0
3944,Murphy's Romance,1985,7.0,7.8,5275,3,Comedy,Drama,Romance,Sally Field,James Garner,Brian Kerwin,2,,,107.0,13000000.0,30867525.0
3945,My Science Project,1985,6.1,38.0,5162,2,Action,Adventure,Comedy,John Stockwell,Danielle von Zerneck,Fisher Stevens,0,0.0,0.0,94.0,,4122748.0
3946,The Journey of Natty Gann,1985,7.1,66.0,5062,2,Adventure,Family,,Meredith Salenger,John Cusack,Ray Wise,1,1.0,2.0,101.0,,9708373.0
3947,Crimewave,1985,5.7,34.0,4995,3,Comedy,Crime,Horror,Louise Lasser,Brion James,Paul L. Smith,0,0.0,0.0,83.0,3000000.0,5101.0
3948,Desert Hearts,1985,7.0,67.0,4879,1,Drama,Romance,,Helen Shaver,Patricia Charbonneau,Audra Lindley,0,2.0,2.0,91.0,1250000.0,2492088.0
3949,Perfect,1985,4.5,46.0,4479,1,Drama,Romance,,John Travolta,Jamie Lee Curtis,Ramey Ellis,0,1.0,4.0,115.0,19000000.0,12918858.0
3950,Le flic de Hong Kong,1985,6.5,7.8,4460,3,Action,Comedy,Crime,Sammo Kam-Bo Hung,Charlie Chin,Stanley Sui-Fan Fung,0,0.0,1.0,104.13054509110479,,
3951,The Heavenly Kid,1985,6.4,30.0,4175,3,Comedy,Fantasy,Romance,Lewis Smith,Jason Gedrick,Jane Kaczmarek,0,0.0,1.0,90.0,,3852271.0
