Column1;movie;year;imdb_ratings;metascore;votes;category;mv_page;genres1;genres2;genres3;stars1;stars2;stars3;rank;nb_oscar;win;nom;runtime;budget;gross
2446;Hell Baby;2013;4.9;41;8735;R;https://imdb.com/title/tt2318527/;Comedy;Horror;;Rob Corddry;Leslie Bibb;Alex Berg;0;0;0;0;98;2500000;8785
2447;The Noble Family;2013;7.3;;8727;PG-13;https://imdb.com/title/tt2222394/;Comedy;;;Gonzalo Vega;Luis Gerardo Méndez;Karla Souza;0;0;2;3;108;;26433651
2448;CBGB;2013;6.6;30;8706;R;https://imdb.com/title/tt1786751/;Crime;Drama;Music;Alan Rickman;Malin Akerman;Justin Bartha;0;0;0;0;102;5000000;40400
2449;Baggage Claim;2013;5.1;34;8605;PG-13;https://imdb.com/title/tt1171222/;Comedy;Romance;;Paula Patton;Taye Diggs;Jill Scott;0;0;0;1;96;8500000;22871096
2450;In Fear;2013;5.4;66;8601;R;https://imdb.com/title/tt2165859/;Horror;Mystery;Thriller;Iain De Caestecker;Alice Englert;Allen Leech;0;0;0;3;85;;274660
2451;Underdogs;2013;6.5;38;8567;PG;https://imdb.com/title/tt1634003/;Animation;Adventure;Family;Gabriel Almirón;Federico Cecere;Ezequiel Cipols;0;0;8;5;;22000000;32768940
2452;Cold Comes the Night;2013;5.7;37;8563;R;https://imdb.com/title/tt2511428/;Crime;Thriller;;Alice Eve;Ursula Parker;Logan Marshall-Green;0;0;0;1;90;;24732
2453;The Disappearance of Eleanor Rigby: Her;2013;6.9;67;8381;R;https://imdb.com/title/tt3720788/;Drama;Romance;;Jessica Chastain;James McAvoy;Nina Arianda;0;0;1;3;100;;103815
2454;Kevin Hart: Let Me Explain;2013;6.8;53;8302;R;https://imdb.com/title/tt2609912/;Documentary;Comedy;;Kevin Hart;Harry Ratchford;Will 'Spank' Horton;0;0;1;1;75;2500000;32318051
2455;Gloria;2013;6.8;83;8182;R;https://imdb.com/title/tt2425486/;Comedy;Drama;Romance;Paulina García;Sergio Hernández;Diego Fontecilla;0;0;19;15;110;;6461559
2456;Gimme Shelter;2013;6.5;37;8061;PG-13;https://imdb.com/title/tt1657510/;Drama;;;Vanessa Hudgens;Rosario Dawson;Brendan Fraser;0;0;0;2;;3200000;1362018
2457;Hatchet III;2013;5.7;25;8039;R;https://imdb.com/title/tt1870419/;Action;Comedy;Horror;Danielle Harris;Kane Hodder;Zach Galligan;0;0;0;1;81;;
2458;Frankenstein's Army;2013;5.3;49;7750;R;https://imdb.com/title/tt1925435/;Horror;;;Robert Gwilym;Hon Ping Tang;Alexander Mercury;0;0;1;3;84;;
2459;Hammer of the Gods;2013;4.5;44;7683;R;https://imdb.com/title/tt2193418/;Action;History;Horror;Charlie Bewley;Alexandra Dowling;Clive Standen;0;0;0;2;99;;2590
2460;Wer;2013;5.9;;7648;R;https://imdb.com/title/tt2229511/;Action;Horror;Mystery;A.J. Cook;Brian Scott O'Connor;Sebastian Roché;0;0;0;1;89;;860940
2461;At Middleton;2013;6.5;60;7637;R;https://imdb.com/title/tt1483324/;Comedy;Romance;;Andy Garcia;Vera Farmiga;Taissa Farmiga;0;0;3;1;99;2500000;82993
2462;Tim's Vermeer;2013;7.8;76;7611;PG-13;https://imdb.com/title/tt3089388/;Documentary;History;;Tim Jenison;Penn Jillette;Martin Mull;0;1;1;5;80;;1686917
2463;Le Week-End;2013;6.3;73;7570;R;https://imdb.com/title/tt2392326/;Comedy;Drama;Romance;Lindsay Duncan;Jim Broadbent;Jeff Goldblum;0;0;2;9;93;10000000;8652213
2464;Ragnarok;2013;5.9;52;7465;PG-13;https://imdb.com/title/tt2363213/;Adventure;Fantasy;;Pål Sverre Hagen;Nicolai Cleve Broch;Sofia Helin;0;0;3;6;100;38500000;3721345
2465;Generation Iron;2013;7.1;61;7459;PG-13;https://imdb.com/title/tt2205904/;Documentary;Drama;Sport;Arnold Schwarzenegger;Mickey Rourke;Michael Jai White;0;0;6;1;106;;901649
2466;In Secret;2013;6.1;47;7448;R;https://imdb.com/title/tt0409379/;Crime;Drama;Thriller;Elizabeth Olsen;Tom Felton;Jessica Lange;0;0;0;1;107;;652228
2467;We Steal Secrets;2013;6.9;76;7316;R;https://imdb.com/title/tt1824254/;Documentary;;;Julian Assange;Adrian Lamo;John 'FuzzFace' McMahon;0;1;3;9;130;;457517
2468;Deadly Code;2013;6.4;;7271;R;https://imdb.com/title/tt1697064/;Crime;Drama;;Arnas Fedaravicius;Vilius Tumalavicius;Eleanor Tomlinson;0;0;6;19;110;30000000;5762946
2469;The Armstrong Lie;2013;7.3;67;7110;R;https://imdb.com/title/tt1638364/;Documentary;Biography;Sport;Lance Armstrong;Reed Albergotti;Betsy Andreu;0;1;2;7;124;;594394
2470;Pawn;2013;5.7;;6771;R;https://imdb.com/title/tt1551630/;Action;Crime;Mystery;Ray Liotta;Nikki Reed;Stephen Lang;0;0;0;0;88;;4141
2471;Bad Milo;2013;5.6;62;6716;R;https://imdb.com/title/tt2274570/;Comedy;Horror;;Ken Marino;Gillian Jacobs;Patrick Warburton;0;0;1;4;85;;19613
2472;Big Ass Spider!;2013;5.3;53;6680;PG-13;https://imdb.com/title/tt1830713/;Action;Adventure;Comedy;Greg Grunberg;Lin Shaye;Ruben Pla;0;0;2;3;80;;
2473;Bounty Killer;2013;5.5;48;6673;R;https://imdb.com/title/tt2369396/;Action;Sci-Fi;Thriller;Matthew Marsden;Kristanna Loken;Christian Pitre;0;0;0;0;92;;
2474;Final Prayer;2013;5.8;;6598;R;https://imdb.com/title/tt2781832/;Horror;;;Gordon Kennedy;Robin Hill;Aidan McArdle;0;0;0;0;89;;
2475;Jug Face;2013;5.2;58;6585;R;https://imdb.com/title/tt2620736/;Drama;Horror;Thriller;Sean Bridgers;Lauren Ashley Carter;Kaitlin Cullum;0;0;0;1;;;
2476;Family Weekend;2013;6.2;35;6560;R;https://imdb.com/title/tt1821426/;Comedy;Drama;;Kristin Chenoweth;Matthew Modine;Olesya Rulin;0;0;0;0;105;;
2477;Inequality for All;2013;8.0;68;6472;PG;https://imdb.com/title/tt2215151/;Documentary;;;Robert Reich;Candice Bergen;Lily Tomlin;0;0;2;5;89;;1205273
2478;Warrior King 2;2013;5.3;45;6421;R;https://imdb.com/title/tt1925518/;Action;;;Tony Jaa;RZA;Petchtai Wongkamlao;0;0;0;4;104;;3399790
2479;Hateship Loveship;2013;6.1;59;6400;R;https://imdb.com/title/tt2463512/;Drama;Romance;;Kristen Wiig;Guy Pearce;Hailee Steinfeld;0;0;0;0;104;5000000;83008
2480;Fright Night 2;2013;4.3;;6345;R;https://imdb.com/title/tt2486630/;Comedy;Horror;Thriller;Will Payne;Jaime Murray;Sean Power;0;0;0;0;100;;
2481;The German Doctor;2013;6.7;62;6343;PG-13;https://imdb.com/title/tt1847746/;Drama;History;Thriller;Alex Brendemühl;Diego Peretti;Guillermo Pfening;0;0;19;22;93;2000000;3635718
2482;Sunshine on Leith;2013;6.6;66;6135;PG;https://imdb.com/title/tt2481198/;Comedy;Drama;Musical;Paul Brannigan;George MacKay;Kevin Guthrie;0;0;1;10;100;;8804555
2483;Jimi: All Is by My Side;2013;5.7;66;6125;R;https://imdb.com/title/tt2402085/;Biography;Drama;Music;André Benjamin;Hayley Atwell;Imogen Poots;0;0;1;9;118;;599840
2484;Boy and the World;2013;7.6;80;6034;PG;https://imdb.com/title/tt3183630/;Animation;Adventure;Family;Vinicius Garcia;Marco Aurélio Campos;Lu Horta;0;1;15;11;80;;277143
2485;Life of a King;2013;6.9;52;6014;PG-13;https://imdb.com/title/tt2708254/;Drama;;;Cuba Gooding Jr.;Dennis Haysbert;George Dick;0;0;0;1;100;;44161
2486;Jack et la mécanique du coeur;2013;7.0;56;5899;PG;https://imdb.com/title/tt1181840/;Animation;Adventure;Drama;Mathias Malzieu;Olivia Ruiz;Grand Corps Malade;0;0;0;3;94;33746302;3484370
2487;The Damned;2013;5.2;39;5855;R;https://imdb.com/title/tt2387408/;Horror;Mystery;Thriller;Peter Facinelli;Sophia Myles;Nathalia Ramos;0;0;1;1;87;2500000;1498262
2488;The Adventurer: The Curse of the Midas Box;2013;5.5;39;5752;PG;https://imdb.com/title/tt1376213/;Adventure;Family;Fantasy;Aneurin Barnard;Michael Sheen;Lena Headey;0;0;0;0;100;25000000;128471
2489;Last Passenger;2013;5.7;66;5726;R;https://imdb.com/title/tt1858481/;Action;Mystery;Thriller;Dougray Scott;Kara Tointon;Iddo Goldberg;0;0;0;3;97;2500000;54110
2490;A Madea Christmas;2013;4.8;28;5717;PG-13;https://imdb.com/title/tt2609758/;Comedy;Drama;Romance;Tyler Perry;Chad Michael Murray;Tika Sumpter;0;0;1;6;100;25000000;53396635
2491;Company of Heroes;2013;5.1;;5684;R;https://imdb.com/title/tt2555426/;Action;War;;Tom Sizemore;Alastair Mackenzie;Chad Michael Collins;0;0;0;0;100;;
2492;Raze;2013;5.2;41;5659;R;https://imdb.com/title/tt2111392/;Action;Drama;Horror;Zoë Bell;Rachel Nichols;Tracie Thoms;0;0;2;2;87;;7429
2493;Sweetwater;2013;6.2;38;5646;R;https://imdb.com/title/tt2224004/;Thriller;Western;;Ed Harris;January Jones;Jason Isaacs;0;0;1;1;95;7000000;6147
2494;All Is Bright;2013;5.6;54;5631;R;https://imdb.com/title/tt1462901/;Comedy;Drama;;Paul Giamatti;Paul Rudd;Sally Hawkins;0;0;0;1;107;;4556
2495;Justin and the Knights of Valour;2013;6.0;;5533;PG;https://imdb.com/title/tt1639826/;Animation;Adventure;Family;Freddie Highmore;Antonio Banderas;James Cosmo;0;0;3;6;90;24000000;19799759
2496;Legends of Oz: Dorothy's Return;2013;5.1;25;5464;PG;https://imdb.com/title/tt0884726/;Animation;Adventure;Family;Lea Michele;Kelsey Grammer;Dan Aykroyd;0;0;1;5;88;70000000;21755418
2497;Crush;2013;5.6;;5453;PG-13;https://imdb.com/title/tt2093977/;Horror;Thriller;;Ashleigh Craig;Cody Hamilton;Lucas Till;0;0;0;0;94;;105473
2498;Enemies Closer;2013;5.2;49;5420;R;https://imdb.com/title/tt2395199/;Action;Thriller;;Tom Everett Scott;Jean-Claude Van Damme;Orlando Jones;0;0;0;0;85;5000000;
2499;Blue Caprice;2013;6.0;76;5382;R;https://imdb.com/title/tt2027064/;Biography;Crime;Drama;Isaiah Washington;Tequan Richmond;Tim Blake Nelson;0;0;1;11;93;;93995
2500;Geography Club;2013;6.5;57;5299;PG-13;https://imdb.com/title/tt2235902/;Comedy;Drama;;Cameron Deane Stewart;Justin Deeley;Meaghan Martin;0;0;2;4;84;6400000;
2501;Another Me;2013;4.7;;5261;PG-13;https://imdb.com/title/tt1816608/;Mystery;Thriller;;Sophie Turner;Jonathan Rhys Meyers;Claire Forlani;0;0;0;2;86;;489884
2502;7th Floor;2013;5.8;;5199;R;https://imdb.com/title/tt2403961/;Crime;Mystery;Thriller;Ricardo Darín;Belén Rueda;Abel Dolz Doval;0;0;1;1;;;10151069
2503;Green Street 3: Never Back Down;2013;5.2;;5167;R;https://imdb.com/title/tt2628316/;Action;Crime;Drama;Scott Adkins;Kacey Clarke;Joey Ansah;0;0;0;0;93;;
2504;Officer Down;2013;5.5;;5152;R;https://imdb.com/title/tt1925479/;Crime;Drama;Thriller;Stephen Dorff;Stephen Lang;David Boreanaz;0;0;0;0;98;12000000;255080
2505;12 Rounds 2: Reloaded;2013;5.3;;5140;R;https://imdb.com/title/tt2317524/;Action;Adventure;Thriller;Randy Orton;Tom Stevens;Brian Markinson;0;0;0;0;95;4000000;
2506;Möbius;2013;6.1;;5063;R;https://imdb.com/title/tt2106550/;Drama;Thriller;;Jean Dujardin;Cécile de France;Tim Roth;0;0;0;1;103;16000000;10357345
2507;As Cool as I Am;2013;5.8;28;5054;R;https://imdb.com/title/tt1906329/;Comedy;Drama;;Sarah Bolger;Thomas Mann;James Marsden;0;0;0;0;92;;3234
2508;The Inevitable Defeat of Mister & Pete;2013;7.5;61;5052;R;https://imdb.com/title/tt2113075/;Drama;;;Skylan Brooks;Ethan Dizon;Jordin Sparks Thomas;0;0;0;10;108;;506303
2509;Legend No. 17;2013;7.5;;4997;PG-13;https://imdb.com/title/tt2182001/;Biography;Drama;Sport;Danila Kozlovsky;Oleg Menshikov;Svetlana Ivanova;0;0;14;9;134;10000000;29295378
2510;The Face of Love;2013;6.2;51;4991;PG-13;https://imdb.com/title/tt1839642/;Drama;Mystery;Romance;Annette Bening;Ed Harris;Robin Williams;0;0;0;1;92;4000000;1806548
2511;Dead in Tombstone;2013;4.9;;4964;R;https://imdb.com/title/tt2268419/;Action;Fantasy;Horror;Danny Trejo;Mickey Rourke;Anthony Michael Hall;0;0;0;0;100;5200000;
2512;Blindsided;2013;5.6;;4941;R;https://imdb.com/title/tt2055709/;Drama;Mystery;Thriller;Michelle Monaghan;Michael Keaton;Barry Sloane;0;0;0;0;90;;372209
2513;The Liberator;2013;6.8;51;4902;R;https://imdb.com/title/tt2387513/;Biography;Drama;History;Edgar Ramírez;Erich Wildpret;María Valverde;0;0;1;3;119;50000000;5082098
2514;3 mariages de trop;2013;6.2;;4825;R;https://imdb.com/title/tt2418440/;Comedy;;;Inma Cuesta;Martiño Rivas;Quim Gutiérrez;0;0;7;19;94;2500000;8996139
2515;Nothing Left to Fear;2013;4.4;12;4718;R;https://imdb.com/title/tt1662293/;Horror;;;Anne Heche;James Tupper;Ethan Peck;0;0;0;0;100;3000000;1675381
2516;Pioneer;2013;6.0;58;4662;R;https://imdb.com/title/tt2369205/;Adventure;Drama;Thriller;Aksel Hennie;Wes Bentley;Stephen Lang;0;0;3;6;111;5555559;2656152
2517;Java Heat;2013;5.1;35;4609;R;https://imdb.com/title/tt2083231/;Action;Crime;Drama;Kellan Lutz;Verdi Solaiman;Mickey Rourke;0;0;0;0;;15000000;189739
2518;Peeples;2013;5.3;52;4594;PG-13;https://imdb.com/title/tt1699755/;Comedy;Romance;;Craig Robinson;Kerry Washington;David Alan Grier;0;0;0;7;;15000000;9307166
2519;Drift;2013;6.3;35;4569;R;https://imdb.com/title/tt1714833/;Biography;Drama;Sport;Myles Pollard;Xavier Samuel;Sam Worthington;0;0;6;6;113;11000000;1135498
2520;Cutie and the Boxer;2013;7.2;83;4455;R;https://imdb.com/title/tt2355540/;Documentary;Biography;;Ushio Shinohara;Noriko Shinohara;Alex Shinohara;0;1;8;13;82;;200036
2521;Bridegroom;2013;8.0;85;4324;R;https://imdb.com/title/tt2357788/;Documentary;;;Cindy Bitney;David Crone;Jessica Mitchell;0;0;10;2;80;385000;
2522;Straight A's;2013;5.7;;4315;R;https://imdb.com/title/tt2024506/;Comedy;Drama;;Ryan Phillippe;Anna Paquin;Luke Wilson;0;0;0;0;91;2000000;61669
2523;Cavemen;2013;5.3;19;4290;R;https://imdb.com/title/tt2378884/;Comedy;;;Skylar Astin;Camilla Belle;Chad Michael Murray;0;0;0;0;88;1200000;5948
2524;InAPPropriate Comedy;2013;2.8;1;4190;R;https://imdb.com/title/tt1754811/;Comedy;;;Adrien Brody;Lindsay Lohan;Michelle Rodriguez;0;0;0;2;83;;228004
2525;The Marine 3: Homefront;2013;4.9;;4157;R;https://imdb.com/title/tt2334841/;Action;Thriller;;Mike 'The Miz' Mizanin;Neal McDonough;Ashley Bell;0;0;0;0;86;;
2526;Family United;2013;6.2;;4123;R;https://imdb.com/title/tt2252680/;Comedy;;;Antonio de la Torre;Roberto Álamo;Quim Gutiérrez;0;0;5;24;95;7500000;4237812
2527;Skinwalker Ranch;2013;5.1;;4117;R;https://imdb.com/title/tt2881698/;Horror;Mystery;Sci-Fi;Britani Bateman Underwood;Taylor Bateman;Steve Berg;0;0;0;0;86;;189380
2528;Concussion;2013;5.6;56;4105;R;https://imdb.com/title/tt2296697/;Drama;;;Robin Weigert;Maggie Siff;Johnathan Tchaikovsky;0;0;4;10;96;;78957
2529;Dark Circles;2013;5.1;;3987;R;https://imdb.com/title/tt1863201/;Horror;;;Brett Beoubay;Jamie Bernstein;Ashley Braud;0;0;0;0;87;;
2530;Spiders 3D;2013;3.3;;3964;PG-13;https://imdb.com/title/tt1659216/;Action;Adventure;Comedy;William Hope;Shelly Varod;Brian Hankey;0;0;0;2;89;7000000;257019
2531;Mr. Jones;2013;4.7;38;3873;PG-13;https://imdb.com/title/tt2507280/;Drama;Horror;Thriller;Jon Foster;Sarah Jones;Mark Steger;0;0;0;0;84;;90388
2532;Child of God;2013;5.5;50;3848;R;https://imdb.com/title/tt1951095/;Crime;Drama;Thriller;Scott Haze;Tim Blake Nelson;Jim Parrack;0;0;2;2;104;;39324
2533;Iron Man: Rise of Technovore;2013;5.3;;3836;PG-13;https://imdb.com/title/tt2654124/;Animation;Action;Sci-Fi;Norman Reedus;Matthew Mercer;Eric Bauza;0;0;0;1;88;;
2534;Special ID;2013;5.5;47;3825;R;https://imdb.com/title/tt2118775/;Action;Crime;;Donnie Yen;Tian Jing;Andy On;0;0;0;1;99;;29139936
2535;The Package;2013;5.0;;3808;R;https://imdb.com/title/tt1884457/;Action;Crime;Thriller;Steve Austin;Dolph Lundgren;Eric Keenleyside;0;0;0;0;95;;1469
2536;The Unknown Known;2013;7.0;69;3799;PG-13;https://imdb.com/title/tt2390962/;Documentary;Biography;History;Donald Rumsfeld;Errol Morris;;0;0;2;9;103;;301604
2537;A Promise;2013;5.7;36;3784;R;https://imdb.com/title/tt2191082/;Drama;Romance;;Rebecca Hall;Alan Rickman;Richard Madden;0;0;1;3;98;;491204
2538;As I Lay Dying;2013;5.4;50;3735;R;https://imdb.com/title/tt1807944/;Drama;;;James Franco;Tim Blake Nelson;Jim Parrack;0;0;2;1;110;5000000;71759
2539;Battle of the Damned;2013;4.5;;3640;R;https://imdb.com/title/tt2210463/;Action;Adventure;Horror;Dolph Lundgren;Melanie Zanetti;Matt Doran;0;0;0;0;88;;134452
2540;Plush;2013;5.3;;3636;R;https://imdb.com/title/tt2226519/;Drama;Music;Romance;Emily Browning;Xavier Samuel;Cam Gigandet;0;0;0;0;99;;28864
2541;The Hunters;2013;5.0;;3632;PG;https://imdb.com/title/tt2963232/;Adventure;Fantasy;Sci-Fi;Victor Garber;Michelle Forbes;Alexa PenaVega;0;0;0;2;85;;
2542;C.O.G.;2013;5.6;60;3478;R;https://imdb.com/title/tt1650393/;Comedy;Drama;;Jonathan Groff;Denis O'Hare;Corey Stoll;0;0;1;2;88;;55301
2543;Touchy Feely;2013;5.3;55;3477;R;https://imdb.com/title/tt2364949/;Comedy;Drama;;Rosemarie DeWitt;Ellen Page;Josh Pais;0;0;0;1;88;;36128
2544;Sexy Evil Genius;2013;5.7;;3473;R;https://imdb.com/title/tt1801096/;Comedy;Drama;Mystery;Katee Sackhoff;Michelle Trachtenberg;Anthony Michael Hall;0;0;0;0;91;3000000;
2545;30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo;2013;2.5;;3464;R;https://imdb.com/title/tt2417650/;Comedy;;;Ashley Martin;Austin Michael Scott;Heidi Kramer;0;0;0;0;80;3000000;
2546;The Break Up Man;2013;5.6;;3443;R;https://imdb.com/title/tt1978524/;Comedy;;;Sascha Alexander;Ariane Pochon;Martin Neuhaus;0;0;3;3;;;26477012
2547;Muscle Shoals;2013;7.7;75;3416;PG;https://imdb.com/title/tt2492916/;Documentary;Biography;History;Rick Hall;Aretha Franklin;Keith Richards;0;0;3;11;111;;709415
2548;The Power of Few;2013;5.2;;3404;R;https://imdb.com/title/tt0817545/;Action;Crime;Drama;Christopher Walken;Juvenile;Christian Slater;0;0;0;1;96;4000000;45659
2549;Secretly, Greatly;2013;6.9;;3385;PG-13;https://imdb.com/title/tt2967578/;Action;Comedy;Drama;Soo-hyun Kim;Gi-woong Park;Hyun-Woo Lee;0;0;4;2;124;;43447199
2550;Killing Kennedy;2013;6.0;;3370;PG-13;https://imdb.com/title/tt2815030/;Biography;Drama;History;Rob Lowe;Will Rothhaar;Jack Noseworthy;0;3;1;8;87;;
2551;Paradise;2013;5.0;35;3370;PG-13;https://imdb.com/title/tt1262990/;Comedy;Drama;;Julianne Hough;Holly Hunter;Nick Offerman;0;0;0;0;86;;19565
2552;Kill for Me;2013;5.5;;3344;R;https://imdb.com/title/tt2085957/;Drama;Thriller;;Leah Gibson;Torrance Coombs;Shannon Chan-Kent;0;0;0;0;95;;
2553;Antarctica: A Year on Ice;2013;7.6;69;3233;PG;https://imdb.com/title/tt2361700/;Documentary;Adventure;Biography;Anthony Powell;Genevieve Bachman;William Brotman;0;0;17;3;91;1000000;288757
2554;The Painting Pool;2013;7.4;;3222;PG;https://imdb.com/title/tt2848876/;Drama;;;Shahab Hosseini;Negar Javaherian;Elham Korda;0;0;4;4;92;;
2555;Trust Me;2013;6.1;51;3211;R;https://imdb.com/title/tt2421416/;Comedy;Drama;;Clark Gregg;Felicity Huffman;Allison Janney;0;0;0;0;90;;
2556;Grace Unplugged;2013;6.1;39;3183;PG;https://imdb.com/title/tt2349460/;Drama;Music;;AJ Michalka;Kelly Thiebaud;James Denton;0;0;0;3;102;;2507201
2557;The Devil's Violinist;2013;6.1;38;3153;R;https://imdb.com/title/tt2401715/;Biography;Drama;Musical;David Garrett;Jared Harris;Joely Richardson;0;0;0;2;122;;3952097
2558;Supermensch: The Legend of Shep Gordon;2013;7.4;64;3113;R;https://imdb.com/title/tt3074780/;Documentary;Biography;Music;Shep Gordon;Sylvester Stallone;Michael Douglas;0;0;3;8;85;;220065
2559;Aningaaq;2013;7.1;;3103;PG;https://imdb.com/title/tt3277552/;Short;Drama;;Sandra Bullock;Orto Ignatiussen;Lajla Lange;0;0;0;0;7;;
2560;Make Your Move;2013;5.6;40;3027;PG-13;https://imdb.com/title/tt1828959/;Drama;Musical;Romance;Derek Hough;BoA;Will Yun Lee;0;0;0;0;110;15000000;1583687
2561;Antisocial;2013;4.5;;3010;R;https://imdb.com/title/tt2772092/;Horror;Sci-Fi;Thriller;Michelle Mylett;Cody Ray Thompson;Adam Christie;0;0;0;1;90;;
2562;Lucky Them;2013;6.1;65;2999;R;https://imdb.com/title/tt1885299/;Comedy;Drama;;Toni Collette;Thomas Haden Church;Nina Arianda;0;0;0;2;97;;48995
2563;Shadow People;2013;5.3;;2972;PG-13;https://imdb.com/title/tt1764647/;Horror;Thriller;;Dallas Roberts;Alison Eastwood;Mattie Liptak;0;0;0;0;89;;
2564;Standing Up;2013;6.9;40;2958;PG;https://imdb.com/title/tt1905042/;Drama;;;Chandler Canterbury;Annalise Basso;Radha Mitchell;0;0;0;3;93;6000000;
2565;Hansel & Gretel;2013;2.8;;2926;PG-13;https://imdb.com/title/tt2415464/;Horror;;;Brent Lydic;Jonathan Nation;Stephanie Greco;0;0;0;0;90;135000;
2566;Force of Execution;2013;4.4;;2922;R;https://imdb.com/title/tt2611626/;Action;Crime;;Steven Seagal;Ving Rhames;Danny Trejo;0;0;0;1;99;8000000;87122
2567;Le grand cahier;2013;7.0;57;2898;R;https://imdb.com/title/tt2324384/;Drama;War;;László Gyémánt;András Gyémánt;Piroska Molnár;0;0;5;4;109;953000000;3879456
2568;Decoding Annie Parker;2013;6.2;56;2875;R;https://imdb.com/title/tt1464191/;Drama;;;Helen Hunt;Samantha Morton;Aaron Paul;0;0;4;7;91;2000000;60048
2569;Home Run;2013;5.9;;2816;PG-13;https://imdb.com/title/tt2051894/;Drama;Sport;;Scott Elrod;Dorian Brown Pham;Charles Henry Wyson;0;0;0;0;113;1200000;2861020
2570;Compulsion;2013;4.5;;2800;R;https://imdb.com/title/tt2381931/;Comedy;Drama;Thriller;Heather Graham;Carrie-Anne Moss;Kevin Dillon;0;0;0;5;88;4000000;
2571;Collision;2013;5.9;;2765;R;https://imdb.com/title/tt1680123/;Action;Romance;Thriller;Frank Grillo;Jaimie Alexander;Roschdy Zem;0;0;0;0;101;7700000;467282
2572;10 Rules for Sleeping Around;2013;3.7;1;2735;R;https://imdb.com/title/tt1993391/;Comedy;Romance;;Tammin Sursok;Virginia Williams;Chris Marquette;0;0;0;0;94;2500000;
2573;Buen Día, Ramón;2013;7.6;;2706;PG-13;https://imdb.com/title/tt2876428/;Drama;;;Kristyan Ferrer;Ingeborg Schöner;Adriana Barraza;0;0;8;8;120;4000000;5104868
2574;Torment;2013;4.7;;2603;R;https://imdb.com/title/tt2900822/;Horror;Thriller;;Katharine Isabelle;Robin Dunne;Peter DaCunha;0;0;0;1;82;;
2575;Breakout;2013;4.1;;2565;R;https://imdb.com/title/tt2314886/;Action;Crime;Drama;Brendan Fraser;Dominic Purcell;Ethan Suplee;0;0;0;0;89;;
2576;Best Night Ever;2013;4.0;17;2444;R;https://imdb.com/title/tt2499414/;Comedy;;;Desiree Hall;Samantha Colburn;Eddie Ritchard;0;0;0;0;90;;289511
2577;The Retrieval;2013;6.6;75;2433;R;https://imdb.com/title/tt2635006/;Adventure;Drama;Western;Ashton Sanders;Tishuan Scott;Keston John;0;0;9;5;92;;50257
2578;House Hunting;2013;5.2;;2406;R;https://imdb.com/title/tt1608368/;Horror;Mystery;Thriller;Marc Singer;Art LaFleur;Hayley DuMond;0;0;0;0;102;;
2579;The Dark Knight Rises;2012;8.4;78;1467595;PG-13;https://imdb.com/title/tt1345836/;Action;Adventure;;Christian Bale;Tom Hardy;Anne Hathaway;70;1;38;101;164;250000000;1081041287
2580;Django Unchained;2012;8.4;81;1303617;R;https://imdb.com/title/tt1853728/;Drama;Western;;Jamie Foxx;Christoph Waltz;Leonardo DiCaprio;59;2;57;155;165;100000000;425368238
2581;The Avengers;2012;8.0;69;1234530;PG-13;https://imdb.com/title/tt0848228/;Action;Adventure;Sci-Fi;Robert Downey Jr.;Chris Evans;Scarlett Johansson;0;1;38;79;143;220000000;1518812988
2582;The Hunger Games;2012;7.2;68;825279;PG-13;https://imdb.com/title/tt1392170/;Action;Adventure;Sci-Fi;Jennifer Lawrence;Josh Hutcherson;Liam Hemsworth;0;1;33;47;142;78000000;694394724
2583;The Hobbit: An Unexpected Journey;2012;7.8;58;742520;PG-13;https://imdb.com/title/tt0903624/;Adventure;Family;Fantasy;Martin Freeman;Ian McKellen;Richard Armitage;0;3;10;72;169;180000000;1017003568
2584;Silver Linings Playbook;2012;7.7;81;647008;R;https://imdb.com/title/tt1045658/;Comedy;Drama;Romance;Bradley Cooper;Jennifer Lawrence;Robert De Niro;0;1;88;147;122;21000000;236412453
2585;Skyfall;2012;7.7;81;616834;PG-13;https://imdb.com/title/tt1074638/;Action;Adventure;Thriller;Daniel Craig;Javier Bardem;Naomie Harris;0;2;64;122;143;200000000;1108561013
2586;Life of Pi;2012;7.9;79;566013;PG;https://imdb.com/title/tt0454876/;Adventure;Drama;Fantasy;Suraj Sharma;Irrfan Khan;Adil Hussain;0;4;78;132;127;120000000;609016565
2587;Argo;2012;7.7;86;559547;R;https://imdb.com/title/tt1024648/;Biography;Drama;Thriller;Ben Affleck;Bryan Cranston;John Goodman;0;3;93;153;120;44500000;232325503
2588;Ted;2012;6.9;62;558932;R;https://imdb.com/title/tt1637725/;Comedy;;;Mark Wahlberg;Mila Kunis;Seth MacFarlane;0;1;13;27;106;50000000;549368315
2589;Prometheus;2012;7.0;64;557331;R;https://imdb.com/title/tt1446714/;Adventure;Mystery;Sci-Fi;Noomi Rapace;Logan Marshall-Green;Michael Fassbender;0;1;6;46;124;130000000;403354469
2590;The Amazing Spider-Man;2012;6.9;66;547032;PG-13;https://imdb.com/title/tt0948470/;Action;Adventure;Sci-Fi;Andrew Garfield;Emma Stone;Rhys Ifans;0;0;2;31;136;230000000;757930663
2591;Looper;2012;7.4;84;522611;R;https://imdb.com/title/tt1276104/;Action;Drama;Sci-Fi;Joseph Gordon-Levitt;Bruce Willis;Emily Blunt;0;0;18;46;113;30000000;176506819
